id,source_language,source_document,source_text,reference_translation,baseline_translation,finetuned_translation,iks_translation,iks_validation_status,iks_validation_confidence,val_translation_quality,val_semantic_consistency,val_iks_preservation,val_context_preservation,val_historical_consistency,val_unsupported_additions,val_missing_meaning
IKS003355,Tamil,Elathi,"அன்பு தீய காக்கும்
யாக்கை நிற்கும் அருள்.",Possessing wicked/harmful love protects/guards; this stands/endures grace through body.,"[Mock Translation (Tamil -> English)]: Translated version of 'அன்பு தீய காக்கும்
யாக்கை நிற்...'","[Mock Translation (Tamil -> English)]: Translated version of 'அன்பு தீய காக்கும்
யாக்கை நிற்...'","[Mock Translation (Tamil -> English)]: Translated version of 'அன்பு தீய காக்கும்
யாக்கை நிற்...'",PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS000308,Tamil,Thirukkural,"ஒல்வ தறிவான் வினை செய்வான் வல்லவன்
வல்லவர்க்கு எல்லாம் நலன்.",One who knows what is possible and does it is capable; the capable serve the good of all who are capable.,[Mock Translation (Tamil -> English)]: Translated version of 'ஒல்வ தறிவான் வினை செய்வான் வல்...',[Mock Translation (Tamil -> English)]: Translated version of 'ஒல்வ தறிவான் வினை செய்வான் வல்...',[Mock Translation (Tamil -> English)]: Translated version of 'ஒல்வ தறிவான் வினை செய்வான் வல்...',PASS,0.88,0.5,0.9,1.0,1.0,1.0,1.0,1.0
IKS001509,Tamil,Thirukkural,"அறிவு நில்லாத கேள்வி கெடுக்கும்
அறிவு தீய ஈகை நிற்கும்.",Wisdom of the transitory/impermanence who have listening destroys/ruins; the wicked/harmful wisdom stands/endures giving.,[Mock Translation (Tamil -> English)]: Translated version of 'அறிவு நில்லாத கேள்வி கெடுக்கும...',[Mock Translation (Tamil -> English)]: Translated version of 'அறிவு நில்லாத கேள்வி கெடுக்கும...',[Mock Translation (Tamil -> English)]: Translated version of 'அறிவு நில்லாத கேள்வி கெடுக்கும...',PASS,0.88,0.5,0.9,1.0,1.0,1.0,1.0,1.0
IKS001436,Tamil,Thirukkural,"வாய்மை சிறந்த இன்பம் உய்க்கும்
தவம் பெரிய செல்வம் ஒழிக்கும்.",Truth of the excellent who have pleasure guides/elevates; the noble/great penance removes/dispels prosperity.,[Mock Translation (Tamil -> English)]: Translated version of 'வாய்மை சிறந்த இன்பம் உய்க்கும்...',[Mock Translation (Tamil -> English)]: Translated version of 'வாய்மை சிறந்த இன்பம் உய்க்கும்...',[Mock Translation (Tamil -> English)]: Translated version of 'வாய்மை சிறந்த இன்பம் உய்க்கும்...',PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS002625,Tamil,Kurunthogai,"தண் கடல் சேர்ப்பன் இளமை தர
பெரிய நெஞ்சே செய்யும் மாலை
ஒழுக்கம் வரும் வழி.","As the lord of the cool shore gives youth, the noble/great heart accomplishes/does in the evening, waiting for conduct.","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் இளமை தர
பெர...'","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் இளமை தர
பெர...'","[Mock Translation (Tamil -> English)]: Translated version of 'தண் கடல் சேர்ப்பன் இளமை தர
பெர...'",PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS003084,Tamil,Tolkappiyam,"வாய்மை தீய தரும்
கல்வி வளர்க்கும்.",The rule of truth which is wicked/harmful gives/bestows; this leads to learning which nurtures/grows.,"[Mock Translation (Tamil -> English)]: Translated version of 'வாய்மை தீய தரும்
கல்வி வளர்க்க...'","[Mock Translation (Tamil -> English)]: Translated version of 'வாய்மை தீய தரும்
கல்வி வளர்க்க...'","[Mock Translation (Tamil -> English)]: Translated version of 'வாய்மை தீய தரும்
கல்வி வளர்க்க...' (Contextual meaning: Ethical restraint, personal integrity, and moral discipline.)",REVIEW,0.53,0.64,0.0,0.5,0.67,0.5,0.73,1.0
IKS001430,Tamil,Thirukkural,"ஈகை சிறந்த வாய்மை நிற்கும்
அன்பு தீய கேள்வி விளைக்கும்.",Giving of the excellent who have truth stands/endures; the wicked/harmful love yields/produces listening.,"[Mock Translation (Tamil -> English)]: Translated version of 'ஈகை சிறந்த வாய்மை நிற்கும்
அன்...'","[Mock Translation (Tamil -> English)]: Translated version of 'ஈகை சிறந்த வாய்மை நிற்கும்
அன்...'","[Mock Translation (Tamil -> English)]: Translated version of 'ஈகை சிறந்த வாய்மை நிற்கும்
அன்...'",PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS002198,Tamil,Pazhamozhi Naanooru,"கேள்வி சிறந்த விளைக்கும்
மன்னன் சேர்க்கும் மன்னன்.",Possessing excellent listening yields/produces; this gathers/unites king through king.,"[Mock Translation (Tamil -> English)]: Translated version of 'கேள்வி சிறந்த விளைக்கும்
மன்னன...'","[Mock Translation (Tamil -> English)]: Translated version of 'கேள்வி சிறந்த விளைக்கும்
மன்னன...'","[Mock Translation (Tamil -> English)]: Translated version of 'கேள்வி சிறந்த விளைக்கும்
மன்னன...' (Contextual meaning: Social righteousness, virtue, and ethical conduct in daily life.)",REVIEW,0.46,0.63,0.0,0.25,0.0,1.0,1.0,1.0
IKS001133,Tamil,Thirukkural,"செல்வம் இனிய கல்வி சேர்க்கும்
நாடு நில்லாத அன்பு செய்யும்.",Prosperity of the sweet/pleasant who have learning gathers/unites; the transitory/impermanence nation accomplishes/does love.,"[Mock Translation (Tamil -> English)]: Translated version of 'செல்வம் இனிய கல்வி சேர்க்கும்
...'","[Mock Translation (Tamil -> English)]: Translated version of 'செல்வம் இனிய கல்வி சேர்க்கும்
...'","[Mock Translation (Tamil -> English)]: Translated version of 'செல்வம் இனிய கல்வி சேர்க்கும்
...'",PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS003065,Tamil,Tolkappiyam,"மானம் உடையார் கெடுக்கும்
பொருள் காக்கும்.",The rule of honour which is possessing destroys/ruins; this leads to wealth which protects/guards.,"[Mock Translation (Tamil -> English)]: Translated version of 'மானம் உடையார் கெடுக்கும்
பொருள...'","[Mock Translation (Tamil -> English)]: Translated version of 'மானம் உடையார் கெடுக்கும்
பொருள...'","[Mock Translation (Tamil -> English)]: Translated version of 'மானம் உடையார் கெடுக்கும்
பொருள...' (Contextual meaning: Ethical restraint, personal integrity, and moral discipline.)",REVIEW,0.52,0.62,0.0,0.4,0.67,0.5,0.87,1.0
IKS003006,Tamil,Manimekalai,"இல்லார் மானம் உய்க்கும் நகரில்
உடையார் அன்பு நிற்கும் மாந்தர்.","In the city where lacking honour guides/elevates, the possessing people stands/endures love.",[Mock Translation (Tamil -> English)]: Translated version of 'இல்லார் மானம் உய்க்கும் நகரில்...',[Mock Translation (Tamil -> English)]: Translated version of 'இல்லார் மானம் உய்க்கும் நகரில்...',[Mock Translation (Tamil -> English)]: Translated version of 'இல்லார் மானம் உய்க்கும் நகரில்...',PASS,0.73,0.5,0.9,0.0,1.0,1.0,1.0,1.0
IKS001919,Tamil,Naladiyar,"மன்னன் சிறிய வளர்க்கும்
ஈகை தரும் நாடு.",Possessing base/lowly king nurtures/grows; this gives/bestows nation through giving.,"[Mock Translation (Tamil -> English)]: Translated version of 'மன்னன் சிறிய வளர்க்கும்
ஈகை தர...'","[Mock Translation (Tamil -> English)]: Translated version of 'மன்னன் சிறிய வளர்க்கும்
ஈகை தர...'","[Mock Translation (Tamil -> English)]: Translated version of 'மன்னன் சிறிய வளர்க்கும்
ஈகை தர...'",PASS,0.88,0.5,0.9,1.0,1.0,1.0,1.0,1.0
IKS000469,Tamil,Thirukkural,"கரந்து உண்பான் ஆக்கம் பெறல் ஆகா
வரந்து உண்பான் வாழ்வினும் இல்லை.",The wealth of one who eats in hiding cannot be gained; no life is worse than the one who eats in public shame.,[Mock Translation (Tamil -> English)]: Translated version of 'கரந்து உண்பான் ஆக்கம் பெறல் ஆக...',[Mock Translation (Tamil -> English)]: Translated version of 'கரந்து உண்பான் ஆக்கம் பெறல் ஆக...',[Mock Translation (Tamil -> English)]: Translated version of 'கரந்து உண்பான் ஆக்கம் பெறல் ஆக...',PASS,0.88,0.5,0.9,1.0,1.0,1.0,1.0,1.0
